G_mM,theta,p0_H,p1_H,p2_H,p3_H,p0_R,p1_R,p2_R,p3_R,UT_H,UR,UT_R
6.174524056814045814e-02,9.860295337507160029e-01,2.726670763000516702e-06,5.773417693781483090e-04,4.074853519680669139e-02,9.586713963630522084e-01,3.737890191528641653e-06,6.743376541841964019e-04,4.055150976890867232e-02,9.587704146867155330e-01,2.099675494811174825e-01,2.974905378658185880e-03,1.788968831499996304e-01
6.241693763505685305e-02,9.857805787192019942e-01,2.875052396635665526e-06,5.979506674925266167e-04,4.145373735021905953e-02,9.579454369298917582e-01,3.941300981160497417e-06,6.983783016503171794e-04,4.124968333614983246e-02,9.580479970612185703e-01,2.075253716965188011e-01,2.993455897093291913e-03,1.768083394687907373e-01
6.309594177447876151e-02,9.855266426172961669e-01,3.031851027792691602e-06,6.193386686990245233e-04,4.217229925763007342e-02,9.572053302226430915e-01,4.156250315491590601e-06,7.233261020477329412e-04,4.196095119306954280e-02,9.573115664545670533e-01,2.050999397879356700e-01,3.012079632711207617e-03,1.747340875713258579e-01
6.378233247656817095e-02,9.852676261016835024e-01,3.197556280847510997e-06,6.415358531968491521e-04,4.290445731971324894e-02,9.564508092708090548e-01,4.383409402126883255e-06,7.492159806157063819e-04,4.268553950551162712e-02,9.565608611044704723e-01,2.026913485711176466e-01,3.030775247247972405e-03,1.726742086339524695e-01
6.447619009622254649e-02,9.850034279468609100e-01,3.372686664615490379e-06,6.645734600411306323e-04,4.365045117934116675e-02,9.556816026739530789e-01,4.623489045260835155e-06,7.760842020936478246e-04,4.342367728809406330e-02,9.557956150207669310e-01,2.002996890662651908e-01,3.049541386434265460e-03,1.706287805936170243e-01
6.517759586248209058e-02,9.847339450146562756e-01,3.557791284362236806e-06,6.884839305935273011e-04,4.441052372099103113e-02,9.548974345571310529e-01,4.877241992608443608e-06,8.039684205674142931e-04,4.417559638891829787e-02,9.550155579485215540e-01,1.979250484937173371e-01,3.068376680400619356e-03,1.685978781441226093e-01
6.588663188803903226e-02,9.844590722234851654e-01,3.753451654834891049e-06,7.133009535000463253e-04,4.518492106757990984e-02,9.540980245272652205e-01,5.145465420821699502e-06,8.329077310431358839e-04,4.494153147119581831e-02,9.542204153323401439e-01,1.955675102714226898e-01,3.087279744089782042e-03,1.665815727339090280e-01
6.660338117885046538e-02,9.841787025173676096e-01,3.960283620176351723e-06,7.390595112413210054e-04,4.597389257455399697e-02,9.532830876305844470e-01,5.429003567427160354e-06,8.629427227979222150e-04,4.572171999159910932e-02,9.534099082820355342e-01,1.932271540141816957e-01,3.106249177675981729e-03,1.645799325653443668e-01
6.732792764385572837e-02,9.838927268347099631e-01,4.178939386927713960e-06,7.657959283030344811e-04,4.677769082110326548e-02,9.524523343112067941e-01,5.728750517792961824e-06,8.941155345597563914e-04,4.651640217519716070e-02,9.525837535397252420e-01,1.909040555346505075e-01,3.125283566990823617e-03,1.625930225955199704e-01
6.806035610479968523e-02,9.836010340768644999e-01,4.410109676668762454e-06,7.935479210144718524e-04,4.759657159834754930e-02,9.516054703709613261e-01,6.045653156102194838e-06,9.264699115686024717e-04,4.732582098680052779e-02,9.517416634484747728e-01,1.885982868460900908e-01,3.144381483955538317e-03,1.606209045385358358e-01
6.880075230616240767e-02,9.833035110764776210e-01,4.654526005215853075e-06,8.223546491042689997e-04,4.843079389434294668e-02,9.507421969305475118e-01,6.380714289820033150e-06,9.600512645722326802e-04,4.815022209855333857e-02,9.508833459225844997e-01,1.863099161668509418e-01,3.163541487019301372e-03,1.586636368692666277e-01
6.954920292519742309e-02,9.830000425656462149e-01,4.912963095677134945e-06,8.522567690224902397e-04,4.928061987572934788e-02,9.498622103921524618e-01,6.734995957658578647e-06,9.949067308095875875e-04,4.898985385356930539e-02,9.500085044196633355e-01,1.840390079265734058e-01,3.182762121603362367e-03,1.567212748285925772e-01
7.030579558207877833e-02,9.826905111438846152e-01,5.186241433087142168e-06,8.832964890806866429e-04,5.014631486588552040e-02,9.489652024036007161e-01,7.109622931630978497e-06,1.031085237038090055e-03,4.984496722547495512e-02,9.491168379145553669e-01,1.817856227740892450e-01,3.202041920550663563e-03,1.547938704300826085e-01
7.107061885015869551e-02,9.823747972459303535e-01,5.475229968751407139e-06,9.155176264599385267e-04,5.102814731938280779e-02,9.480508598241884632e-01,7.505786424334755974e-06,1.068637564657958948e-03,5.071581577361976984e-02,9.482080408752977529e-01,1.795498175870049451e-01,3.221379404580691341e-03,1.528814724681129833e-01
7.184376226633666651e-02,9.820527791093955905e-01,5.780848982901167464e-06,9.489656661397384953e-04,5.192638879258505008e-02,9.471188646922923393e-01,7.924748013257361761e-06,1.107616416990615717e-03,5.160265559379235284e-02,9.472818032412038125e-01,1.773316454829489963e-01,3.240773082749236894e-03,1.509841265274061428e-01
7.262531634154155424e-02,9.817243327422859878e-01,6.104073114721408026e-06,9.836878217998757789e-04,5.284131391019811219e-02,9.461688941948872555e-01,8.367843794526764705e-06,1.148076488766645691e-03,5.250574526422519678e-02,9.463378104032136307e-01,1.751311558324598061e-01,3.260221452912796889e-03,1.491018749939707622e-01
7.341537257132746408e-02,9.813893318904014507e-01,6.445934569322046923e-06,1.019733098748919079e-03,5.377320032758984431e-02,9.452006206390919374e-01,8.836488779228652383e-06,1.190074537880578135e-03,5.342534578669681788e-02,9.453757431866434136e-01,1.729483942734954260e-01,3.279723002197287938e-03,1.472347570674256700e-01
7.421402344658503680e-02,9.810476480046443903e-01,6.807526511737075122e-06,1.057152358932367990e-03,5.472232868866688110e-02,9.442137114258890573e-01,9.332181546111050215e-06,1.233669459468193482e-03,5.436172052249221842e-02,9.443952778364934630e-01,1.707834027275402788e-01,3.299276207470793008e-03,1.453828087746874276e-01
7.502136246436930112e-02,9.806991502082462731e-01,7.190006658603905685e-06,1.095998388075708008e-03,5.568898257913395405e-02,9.432078290261317610e-01,9.856509165282302201e-06,1.278922362364926955e-03,5.531513512303552066e-02,9.433960860054342312e-01,1.686362194172850437e-01,3.318879535820024040e-03,1.435460629850013048e-01
7.583748413884520978e-02,9.803437052639444316e-01,7.594601078734502911e-06,1.136325965015853997e-03,5.667344847489878823e-02,9.421826309590066728e-01,1.041115240827099686e-05,1.325896648001181378e-03,5.628585745493933784e-02,9.423778347446511994e-01,1.665068788858551363e-01,3.338531445030205446e-03,1.417245494262937278e-01
7.666248401235226106e-02,9.799811775411236825e-01,8.022608214417583435e-06,1.178191933276779950e-03,5.767601568543213875e-02,9.411377697730766156e-01,1.099789126067769522e-05,1.374658091792746754e-03,5.727415751926104998e-02,9.413401864976853606e-01,1.643954120175616651e-01,3.358230384068053211e-03,1.399182947028251578e-01
7.749645866658969040e-02,9.796114289829529476e-01,8.475403135915093137e-06,1.221655274943767933e-03,5.869697629184587873e-02,9.400728930300744635e-01,1.161861075450377101e-05,1.425274927082595833e-03,5.828030736471240258e-02,9.402827990974504946e-01,1.623018460601467206e-01,3.377974793567565560e-03,1.381273223141187001e-01
7.833950573392292616e-02,9.792343190735373071e-01,8.954442042299141563e-06,1.266777186892071878e-03,5.973662507947703759e-02,9.389876432915885696e-01,1.227530713817842270e-05,1.477817931691431880e-03,5.930458099459077342e-02,9.392053257665795574e-01,1.602262046484965452e-01,3.397763106318289067e-03,1.363516526751418767e-01
7.919172390881343282e-02,9.788497048051153504e-01,9.461267022470425543e-06,1.313621159424870717e-03,6.079525946473680192e-02,9.378816581088158522e-01,1.297009440326015669e-05,1.532360517133131211e-03,6.034725426717767877e-02,9.381074151212858148e-01,1.581685078297921099e-01,3.417593747755769216e-03,1.345913031377159452e-01
8.005321295937273263e-02,9.784574406453286910e-01,9.997511090942356966e-06,1.362253057375781761e-03,6.187317941598953486e-02,9.367545700155437416e-01,1.370521118780390850e-05,1.588978820550865324e-03,6.140860478934839772e-02,9.369887111789128031e-01,1.561287720900676190e-01,3.437465136453871431e-03,1.328462880131275614e-01
8.092407373904210444e-02,9.780573785045962865e-01,1.056490351374347617e-05,1.412741203730428705e-03,6.297068736820904400e-02,9.356060065245467294e-01,1.448302807743919269e-05,1.647751799428452723e-03,6.248891180312182714e-02,9.358488533693722911e-01,1.541070103821470805e-01,3.457375684618655982e-03,1.311166185959167230e-01
8.180440819839936151e-02,9.776493677036185437e-01,1.116527544061437535e-05,1.465156465822306303e-03,6.408808813117791714e-02,9.344355901275591680e-01,1.530605532633584075e-05,1.708761329131996878e-03,6.358845606490091951e-02,9.346874765506407723e-01,1.521032321549261879e-01,3.477323798583503624e-03,1.294023031888140163e-01
8.269431939709422086e-02,9.772332549410484015e-01,1.180056586051137536e-05,1.519572344156357125e-03,6.522568879096055094e-02,9.332429382990226063e-01,1.617695102138199870e-05,1.772092303334382203e-03,6.470751971712154771e-02,9.335042110285225458e-01,1.501174433839675693e-01,3.497307879305177995e-03,1.277033471287993827e-01
8.359391151591311075e-02,9.768088842613671385e-01,1.247282789831898034e-05,1.576065063913037381e-03,6.638379860437755575e-02,9.320276635038110546e-01,1.709852971410752984e-05,1.837832737373081395e-03,6.584638615201016121e-02,9.322986825809025380e-01,1.481496466033775938e-01,3.517326322860523779e-03,1.260197528142551204e-01
8.450328986897567840e-02,9.763760970229893310e-01,1.318423547162815407e-05,1.634713669186756016e-03,6.756272888624362261e-02,9.307893732090980476e-01,1.807377154621088704e-05,1.906073874593609873e-03,6.700533986720605406e-02,9.310705124866540672e-01,1.461998409389291265e-01,3.537377520943484933e-03,1.243515197331832994e-01
8.542256091606370560e-02,9.759347318666499183e-01,1.393709032737120213e-05,1.695600120007991190e-03,6.876279288905215448e-02,9.295276699006125298e-01,1.910583189581817313e-05,1.976910295724355719e-03,6.818466631291376923e-02,9.298193175594660076e-01,1.442680221423976172e-01,3.557459861362147636e-03,1.226986444924590830e-01
8.635183227508425041e-02,9.754846246840999102e-01,1.473382947916673522e-05,1.758809392200830256e-03,6.998430567486110809e-02,9.282421511034588679e-01,2.019805157305798384e-05,2.050440031330590628e-03,6.938465173031972688e-02,9.285447101867765340e-01,1.423541826270745547e-01,3.577571728535496563e-03,1.210611208480900786e-01
8.729121273466830533e-02,9.750256085871571443e-01,1.557703306726646459e-05,1.824429580123837448e-03,7.122758397907907879e-02,9.269324094077298071e-01,2.135396759496581407e-05,2.126764677390845411e-03,7.060558298096183960e-02,9.272462983740521469e-01,1.404583115044236441e-01,3.597711503989587875e-03,1.194389397364515187e-01
8.824081226690667912e-02,9.745575138771589430e-01,1.646943266410917845e-05,1.892552002340551617e-03,7.249294606584974487e-02,9.255980324991456287e-01,2.257732457125601497e-05,2.205989514036115970e-03,7.184774736673729678e-02,9.259236857946553378e-01,1.385803946218430727e-01,3.617877566852848760e-03,1.178320893064663394e-01
8.920074204022404585e-02,9.740801680148555297e-01,1.741392004966758016e-05,1.963271310265351979e-03,7.378071157475370179e-02,9.242386031949312297e-01,2.387208673411252499e-05,2.288223627490662115e-03,7.311143244024939647e-02,9.245764718455258269e-01,1.367204146014985855e-01,3.638068294350180459e-03,1.162405549526999982e-01
9.017111443239347879e-02,9.735933955907937198e-01,1.841355648197240164e-05,2.036685599827020403e-03,7.509120135851887756e-02,9.228536994851721520e-01,2.524245064680411045e-05,2.373580035249199527e-03,7.439692580517975884e-02,9.232042517089240619e-01,1.348783508801892628e-01,3.658282062295615394e-03,1.146643193493374208e-01
9.115204304369235733e-02,9.730970182962426218e-01,1.947158248946211106e-05,2.112896526189726298e-03,7.642473731142429560e-02,9.214428945798964765e-01,2.669285862764407687e-05,2.462175814520282426e-03,7.570451490634867719e-02,9.218066164205034330e-01,1.330541797502096946e-01,3.678517245583197513e-03,1.131033624850113772e-01
9.214364271020134001e-02,9.725908548947089782e-01,2.059142821313825067e-05,2.192009421569281625e-03,7.778164218809509312e-02,9.200057569621225007e-01,2.822801292766196363e-05,2.554132233964100888e-03,7.703448680916151481e-02,9.203831529439465697e-01,1.312478744011709997e-01,3.698772218675826923e-03,1.115576616984500363e-01
9.314602951724808289e-02,9.720747211940955479e-01,2.177672432787480553e-05,2.274133416178864605e-03,7.916223941237200690e-02,9.185418504471212220e-01,2.985289070221794287e-05,2.649574888746966672e-03,7.838712796811252159e-02,9.189334442524381696e-01,1.294594049627429133e-01,3.719045356091779143e-03,1.100271917149114875e-01
9.415932081299738243e-02,9.715484300195627032e-01,2.303131357365053913e-05,2.359381562334210685e-03,8.056685287592252331e-02,9.170507342481696300e-01,3.157275981873099965e-05,2.748633838928634353e-03,7.976272398399855690e-02,9.174570694172541341e-01,1.276887385482780857e-01,3.739335032888619226e-03,1.085119246833722295e-01
9.518363522218870054e-02,9.710117911871471996e-01,2.435926292898046950e-05,2.447870961745729056e-03,8.199580672628001277e-02,9.155319630490452720e-01,3.339319554477814103e-05,2.851443751195900135e-03,8.116155934953230011e-02,9.159536037037270262e-01,1.259358392992826481e-01,3.759639625144237107e-03,1.070118302144385247e-01
9.621909266002355576e-02,9.704646114781967370e-01,2.576487646036816897e-05,2.539722896020499450e-03,8.344942514398767663e-02,9.139850870835314334e-01,3.532009816292645745e-05,2.958144043948859967e-03,8.258391718302331153e-02,9.144226186748647400e-01,1.242006684306914133e-01,3.779957510434742672e-03,1.055268754189462171e-01
9.726581434620389099e-02,9.699066946146884804e-01,2.725270888319151596e-05,2.635062960391283508e-03,8.492803210850241591e-02,9.124096522222231442e-01,3.735971156083764904e-05,3.068879035738300825e-03,8.403007894977511383e-02,9.128636823029256941e-01,1.224831842769124324e-01,3.800287068308954696e-03,1.040570249472172193e-01
9.832392281912302745e-02,9.693378412354938245e-01,2.882757987112462508e-05,2.734021200685974456e-03,8.643195115253321514e-02,9.108052000669096815e-01,3.951864284751839161e-05,3.183798097048254252e-03,8.550032417087946590e-02,9.112763590892247745e-01,1.207833423386002192e-01,3.820626680759213033e-03,1.026022410289393338e-01
9.939354195021105065e-02,9.687578488736523497e-01,3.049458915293975494e-05,2.836732253545817817e-03,8.796150510449249338e-02,9.091712680528087898e-01,4.180388304895271218e-05,3.303055805409463135e-03,8.699493011907723228e-02,9.096602101924642358e-01,1.191010953301197967e-01,3.840974732688277275e-03,1.011624835136369915e-01
1.004747969584365297e-01,9.681665119347352411e-01,3.225913243728936324e-05,2.943335489892193700e-03,8.951701581869803137e-02,9.075073895589724771e-01,4.422282893878880374e-05,3.426812103819933987e-03,8.851417150133759904e-02,9.080147935659037550e-01,1.174363932276629996e-01,3.861329612372059461e-03,9.973770991169891853e-02
1.015678144249653470e-01,9.675636216763607855e-01,3.412691820798521603e-05,3.053975161638800007e-03,9.109880389301606984e-02,9.058130940271371667e-01,4.678330606235593593e-05,3.555232462442893190e-03,9.005832012784466267e-02,9.063396641036500778e-01,1.157891833179789803e-01,3.881689711917930222e-03,9.832787543593168866e-02
1.026727223079797330e-01,9.669489661889433263e-01,3.610398543417438178e-05,3.168800551636310678e-03,9.270718837359485931e-02,9.040879070893346192e-01,4.949359301487092795e-05,3.688488043540025501e-03,9.162764456704498850e-02,9.046343737963999931e-01,1.141594102476787970e-01,3.902053427718396236e-03,9.693293304360393881e-02
1.037896499576579784e-01,9.663223303777503936e-01,3.819672224183041356e-05,3.287966126830690720e-03,9.434248644636193670e-02,9.023313507045654935e-01,5.236244703748941452e-05,3.826755869591236953e-03,9.322240978645390808e-02,9.028984718969172985e-01,1.125470160730777935e-01,3.922419160899877529e-03,9.555283347895082713e-02
1.049187281313174180e-01,9.656834959463520551e-01,4.041188559501590947e-05,3.411631694607059843e-03,9.600501311494466505e-02,9.005429433048532939e-01,5.539913099760003821e-05,3.970218994537528037e-03,9.484287677887608126e-02,9.011315050955888140e-01,1.109519403105361790e-01,3.942785317766398998e-03,9.418752531610444234e-02
